movieId,title,genres,year,text,tag
67997,in the loop (2009),comedy,2009,in the loop (2009) comedy 2009 ,
68073,pirate radio (2009),comedy drama,2009,pirate radio (2009) comedy drama 2009 ,
68135,17 again (2009),comedy drama,2009,17 again (2009) comedy drama 2009 ,
68157,inglourious basterds (2009),action drama war,2009,inglourious basterds (2009) action drama war 2009 black comedy brad pitt christoph waltz quentin tarantino satire,black comedy brad pitt christoph waltz quentin tarantino satire
68159,state of play (2009),crime drama thriller,2009,state of play (2009) crime drama thriller 2009 ,
68194,"damned united, the (2009)",drama,2009,"damned united, the (2009) drama 2009 ",
68205,crank: high voltage (2009),action comedy crime,2009,crank: high voltage (2009) action comedy crime 2009 ,
68237,moon (2009),drama mystery sci-fi thriller,2009,moon (2009) drama mystery sci-fi thriller 2009 2001-like sci-fi solitude,2001-like sci-fi solitude
68269,"young victoria, the (2009)",drama romance,2009,"young victoria, the (2009) drama romance 2009 ",
68319,x-men origins: wolverine (2009),action sci-fi thriller,2009,x-men origins: wolverine (2009) action sci-fi thriller 2009 comic book bad plot hugh jackman ryan reynolds too many characters,comic book bad plot hugh jackman ryan reynolds too many characters
68347,sin nombre (2009),crime drama thriller,2009,sin nombre (2009) crime drama thriller 2009 ,
68358,star trek (2009),action adventure sci-fi imax,2009,star trek (2009) action adventure sci-fi imax 2009 future lack of development lack of story quick cuts sci-fi simon pegg space space travel time travel,future lack of development lack of story quick cuts sci-fi simon pegg space space travel time travel
68444,"great buck howard, the (2008)",comedy,2008,"great buck howard, the (2008) comedy 2008 ",
68480,flatfoot on the nile (piedone d'egitto) (1980),action comedy crime,1980,flatfoot on the nile (piedone d'egitto) (1980) action comedy crime 1980 ,
68486,red cliff part ii (chi bi xia: jue zhan tian xia) (2009),action drama war,2009,red cliff part ii (chi bi xia: jue zhan tian xia) (2009) action drama war 2009 ,
68522,earth (2007),documentary,2007,earth (2007) documentary 2007 ,
68536,stanley kubrick: a life in pictures (2001),documentary,2001,stanley kubrick: a life in pictures (2001) documentary 2001 ,
68552,crossing over (2009),drama,2009,crossing over (2009) drama 2009 ,
68554,angels & demons (2009),crime drama mystery thriller,2009,angels & demons (2009) crime drama mystery thriller 2009 ,
68597,scorpio (1973),action drama thriller,1973,scorpio (1973) action drama thriller 1973 ,
68600,balls out: gary the tennis coach (2009),comedy,2009,balls out: gary the tennis coach (2009) comedy 2009 ,
68650,powder blue (2009),drama,2009,powder blue (2009) drama 2009 ,
68659,fanboys (2009),adventure comedy drama,2009,fanboys (2009) adventure comedy drama 2009 ,
68791,terminator salvation (2009),action adventure sci-fi thriller,2009,terminator salvation (2009) action adventure sci-fi thriller 2009 artificial intelligence bad acting bad plot bad script christian bale fighting the system franchise new composer post-apocalyptic robots sci-fi sequel,artificial intelligence bad acting bad plot bad script christian bale fighting the system franchise new composer post-apocalyptic robots sci-fi sequel
68793,night at the museum: battle of the smithsonian (2009),action comedy imax,2009,night at the museum: battle of the smithsonian (2009) action comedy imax 2009 ,
68835,were the world mine (2008),adventure fantasy musical romance,2008,were the world mine (2008) adventure fantasy musical romance 2008 ,
68848,"brothers bloom, the (2008)",adventure comedy crime romance,2008,"brothers bloom, the (2008) adventure comedy crime romance 2008 adrien brody con artists funny interesting characters mark ruffalo rachel weisz",adrien brody con artists funny interesting characters mark ruffalo rachel weisz
68872,paisan (paisà) (1946),drama war,1946,paisan (paisà) (1946) drama war 1946 ,
68886,i do: how to get married and stay single (prête-moi ta main) (2006),comedy romance,2006,i do: how to get married and stay single (prête-moi ta main) (2006) comedy romance 2006 ,
68932,"soloist, the (2009)",drama musical,2009,"soloist, the (2009) drama musical 2009 ",
68945,neon genesis evangelion: death & rebirth (shin seiki evangelion gekijô-ban: shito shinsei) (1997),action animation mystery sci-fi,1997,neon genesis evangelion: death & rebirth (shin seiki evangelion gekijô-ban: shito shinsei) (1997) action animation mystery sci-fi 1997 recap,recap
68952,drag me to hell (2009),comedy horror,2009,drag me to hell (2009) comedy horror 2009 ,
68954,up (2009),adventure animation children drama,2009,up (2009) adventure animation children drama 2009 adventure bechdel test:fail cartoon children computer animation divorce dogs dreams pixar bittersweet emotional heartbreaking touching,adventure bechdel test:fail cartoon children computer animation divorce dogs dreams pixar bittersweet emotional heartbreaking touching
68959,fullmetal alchemist the movie: conqueror of shamballa (gekijô-ban hagane no renkinjutsushi: shanbara wo yuku mono) (2005),action adventure animation drama,2005,fullmetal alchemist the movie: conqueror of shamballa (gekijô-ban hagane no renkinjutsushi: shanbara wo yuku mono) (2005) action adventure animation drama 2005 ,
69069,fired up (2009),comedy,2009,fired up (2009) comedy 2009 ,
69118,in the electric mist (2009),drama mystery,2009,in the electric mist (2009) drama mystery 2009 ,
69122,"hangover, the (2009)",comedy crime,2009,"hangover, the (2009) comedy crime 2009 casino comedy funny hotel las vegas",casino comedy funny hotel las vegas
69131,killshot (2008),action crime drama thriller,2008,killshot (2008) action crime drama thriller 2008 ,
69134,antichrist (2009),drama fantasy,2009,antichrist (2009) drama fantasy 2009 ,
69140,sweeney todd (2006),crime drama horror thriller,2006,sweeney todd (2006) crime drama horror thriller 2006 ,
69211,boy eats girl (2005),comedy horror,2005,boy eats girl (2005) comedy horror 2005 ,
69224,marius and jeanette (marius et jeannette) (1997),comedy drama romance,1997,marius and jeanette (marius et jeannette) (1997) comedy drama romance 1997 ,
69227,ernest rides again (1993),children comedy,1993,ernest rides again (1993) children comedy 1993 ,
69251,special (2006),drama fantasy,2006,special (2006) drama fantasy 2006 ,
69275,dead snow (død snø) (2009),action adventure comedy horror,2009,dead snow (død snø) (2009) action adventure comedy horror 2009 ,
69278,land of the lost (2009),action adventure comedy sci-fi,2009,land of the lost (2009) action adventure comedy sci-fi 2009 ,
69304,imagine that (2009),comedy drama fantasy,2009,imagine that (2009) comedy drama fantasy 2009 ,
69306,"taking of pelham 1 2 3, the (2009)",crime drama thriller,2009,"taking of pelham 1 2 3, the (2009) crime drama thriller 2009 ",
69394,"stoning of soraya m., the (2008)",crime drama,2008,"stoning of soraya m., the (2008) crime drama 2008 ",
69406,"proposal, the (2009)",comedy romance,2009,"proposal, the (2009) comedy romance 2009 ",
69436,year one (2009),adventure comedy,2009,year one (2009) adventure comedy 2009 ,
69453,"land that time forgot, the (1975)",adventure sci-fi,1975,"land that time forgot, the (1975) adventure sci-fi 1975 ",
69469,garfield's pet force (2009),animation,2009,garfield's pet force (2009) animation 2009 ,
69481,"hurt locker, the (2008)",action drama thriller war,2008,"hurt locker, the (2008) action drama thriller war 2008 war",war
69495,breakfast with scot (2007),drama romance,2007,breakfast with scot (2007) drama romance 2007 ,
69516,"limits of control, the (2009)",crime drama film-noir,2009,"limits of control, the (2009) crime drama film-noir 2009 ",
69524,raiders of the lost ark: the adaptation (1989),action adventure thriller,1989,raiders of the lost ark: the adaptation (1989) action adventure thriller 1989 ,
69526,transformers: revenge of the fallen (2009),action adventure sci-fi imax,2009,transformers: revenge of the fallen (2009) action adventure sci-fi imax 2009 bad plot michael bay needed more autobots plot holes ridiculous shia labeouf stop using useless characters for filler,bad plot michael bay needed more autobots plot holes ridiculous shia labeouf stop using useless characters for filler
69529,home (2009),documentary,2009,home (2009) documentary 2009 ,
69604,whatever works (2009),comedy romance,2009,whatever works (2009) comedy romance 2009 ,
69606,ghosts of girlfriends past (2009),comedy fantasy romance,2009,ghosts of girlfriends past (2009) comedy fantasy romance 2009 ,
69640,public enemies (2009),crime drama thriller,2009,public enemies (2009) crime drama thriller 2009 ,
69644,ice age: dawn of the dinosaurs (2009),action adventure animation children comedy romance,2009,ice age: dawn of the dinosaurs (2009) action adventure animation children comedy romance 2009 ,
69654,prison break: the final break (2009),action drama thriller,2009,prison break: the final break (2009) action drama thriller 2009 ,
69685,daria: is it college yet? (2002),animation comedy,2002,daria: is it college yet? (2002) animation comedy 2002 ,
69712,my sister's keeper (2009),drama,2009,my sister's keeper (2009) drama 2009 ,
69720,hood of horror (2006),comedy drama horror,2006,hood of horror (2006) comedy drama horror 2006 ,
69746,watchmen: tales of the black freighter (2009),action adventure animation horror,2009,watchmen: tales of the black freighter (2009) action adventure animation horror 2009 ,
69757,(500) days of summer (2009),comedy drama romance,2009,(500) days of summer (2009) comedy drama romance 2009 artistic funny humorous inspiring intelligent quirky romance zooey deschanel,artistic funny humorous inspiring intelligent quirky romance zooey deschanel
69784,brüno (bruno) (2009),comedy,2009,brüno (bruno) (2009) comedy 2009 ,
69805,"librarian, the: the curse of the judas chalice (2008)",action adventure fantasy,2008,"librarian, the: the curse of the judas chalice (2008) action adventure fantasy 2008 ",
69844,harry potter and the half-blood prince (2009),adventure fantasy mystery romance imax,2009,harry potter and the half-blood prince (2009) adventure fantasy mystery romance imax 2009 ,
69849,roots (1977),drama war,1977,roots (1977) drama war 1977 ,
69860,eichmann (2007),drama war,2007,eichmann (2007) drama war 2007 ,
69904,open water 2: adrift (2006),drama thriller,2006,open water 2: adrift (2006) drama thriller 2006 ,
69951,"imaginarium of doctor parnassus, the (2009)",drama fantasy,2009,"imaginarium of doctor parnassus, the (2009) drama fantasy 2009 ",
69953,9to5: days in porn (a.k.a. 9 to 5: days in porn) (2008),documentary,2008,9to5: days in porn (a.k.a. 9 to 5: days in porn) (2008) documentary 2008 ,
69988,humpday (2009),comedy,2009,humpday (2009) comedy 2009 ,
70015,polytechnique (2009),crime drama,2009,polytechnique (2009) crime drama 2009 ,
70159,orphan (2009),drama horror mystery thriller,2009,orphan (2009) drama horror mystery thriller 2009 ,
70183,"ugly truth, the (2009)",comedy drama romance,2009,"ugly truth, the (2009) comedy drama romance 2009 ",
70206,"collector, the (2009)",crime horror thriller,2009,"collector, the (2009) crime horror thriller 2009 ",
70208,"perfect getaway, a (2009)",horror thriller,2009,"perfect getaway, a (2009) horror thriller 2009 ",
70286,district 9 (2009),mystery sci-fi thriller,2009,district 9 (2009) mystery sci-fi thriller 2009 intelligent sci-fi,intelligent sci-fi
70293,julie & julia (2009),comedy drama romance,2009,julie & julia (2009) comedy drama romance 2009 ,
70301,obsessed (2009),crime drama thriller,2009,obsessed (2009) crime drama thriller 2009 ,
70305,race to witch mountain (2009),adventure children fantasy sci-fi thriller,2009,race to witch mountain (2009) adventure children fantasy sci-fi thriller 2009 ,
70334,hannah montana: the movie (2009),comedy drama musical romance,2009,hannah montana: the movie (2009) comedy drama musical romance 2009 ,
70336,g.i. joe: the rise of cobra (2009),action adventure sci-fi thriller,2009,g.i. joe: the rise of cobra (2009) action adventure sci-fi thriller 2009 ,
70361,12 rounds (2009),action thriller,2009,12 rounds (2009) action thriller 2009 ,
70451,max manus (2008),action drama war,2008,max manus (2008) action drama war 2008 ,
70492,winds of the wasteland (1936),western,1936,winds of the wasteland (1936) western 1936 ,
70521,lost in austen (2008),drama fantasy romance sci-fi,2008,lost in austen (2008) drama fantasy romance sci-fi 2008 ,
70533,evangelion: 1.0 you are (not) alone (evangerion shin gekijôban: jo) (2007),action animation sci-fi,2007,evangelion: 1.0 you are (not) alone (evangerion shin gekijôban: jo) (2007) action animation sci-fi 2007 ,
70545,"deal, the (2008)",comedy,2008,"deal, the (2008) comedy 2008 ",
70565,"goods: live hard, sell hard, the (2009)",comedy,2009,"goods: live hard, sell hard, the (2009) comedy 2009 ",
70599,"time traveler's wife, the (2009)",drama romance sci-fi,2009,"time traveler's wife, the (2009) drama romance sci-fi 2009 ",
70637,i can't think straight (2007),drama romance,2007,i can't think straight (2007) drama romance 2007 ,
70641,miss march (2009),comedy,2009,miss march (2009) comedy 2009 ,
70663,"i love you, beth cooper (2009)",comedy romance,2009,"i love you, beth cooper (2009) comedy romance 2009 ",
70687,paper heart (2009),comedy documentary drama romance,2009,paper heart (2009) comedy documentary drama romance 2009 ,
70697,g-force (2009),action adventure children fantasy,2009,g-force (2009) action adventure children fantasy 2009 ,
70703,christopher columbus: the discovery (1992),adventure,1992,christopher columbus: the discovery (1992) adventure 1992 ,
70708,tetro (2009),drama mystery,2009,tetro (2009) drama mystery 2009 ,
70728,bronson (2009),action comedy drama thriller,2009,bronson (2009) action comedy drama thriller 2009 ,
70862,it might get loud (2008),documentary,2008,it might get loud (2008) documentary 2008 ,
70932,my life in ruins (2009),comedy,2009,my life in ruins (2009) comedy 2009 ,
70946,troll 2 (1990),fantasy horror,1990,troll 2 (1990) fantasy horror 1990 ,
70984,taking woodstock (2009),comedy,2009,taking woodstock (2009) comedy 2009 ,
70990,if these walls could talk (1996),drama,1996,if these walls could talk (1996) drama 1996 ,
70994,halloween ii (2009),horror thriller,2009,halloween ii (2009) horror thriller 2009 ,
71033,"secret in their eyes, the (el secreto de sus ojos) (2009)",crime drama mystery romance thriller,2009,"secret in their eyes, the (el secreto de sus ojos) (2009) crime drama mystery romance thriller 2009 ",
71057,9 (2009),adventure animation sci-fi,2009,9 (2009) adventure animation sci-fi 2009 ,
71106,frequently asked questions about time travel (2009),comedy sci-fi,2009,frequently asked questions about time travel (2009) comedy sci-fi 2009 ,
71108,"white ribbon, the (das weiße band) (2009)",drama mystery,2009,"white ribbon, the (das weiße band) (2009) drama mystery 2009 ",
71129,green lantern: first flight (2009),action adventure animation fantasy sci-fi,2009,green lantern: first flight (2009) action adventure animation fantasy sci-fi 2009 ,
71131,"most hated family in america, the (2007)",documentary,2007,"most hated family in america, the (2007) documentary 2007 ",
71135,pandorum (2009),horror sci-fi thriller,2009,pandorum (2009) horror sci-fi thriller 2009 ,
71147,death of a cyclist (muerte de un ciclista) (1955),drama,1955,death of a cyclist (muerte de un ciclista) (1955) drama 1955 ,
71156,"men who stare at goats, the (2009)",action comedy drama,2009,"men who stare at goats, the (2009) action comedy drama 2009 ",
71160,"hunt for gollum, the (2009)",action adventure fantasy,2009,"hunt for gollum, the (2009) action adventure fantasy 2009 ",
71205,jennifer's body (2009),comedy horror sci-fi thriller,2009,jennifer's body (2009) comedy horror sci-fi thriller 2009 ,
71211,"informant!, the (2009)",comedy crime drama thriller,2009,"informant!, the (2009) comedy crime drama thriller 2009 ",
71248,extract (2009),comedy,2009,extract (2009) comedy 2009 ,
71252,"final destination, the (final destination 4) (final destination in 3-d, the) (2009)",horror thriller,2009,"final destination, the (final destination 4) (final destination in 3-d, the) (2009) horror thriller 2009 ",
71254,gamer (2009),action sci-fi thriller,2009,gamer (2009) action sci-fi thriller 2009 ,
71264,cloudy with a chance of meatballs (2009),animation children fantasy imax,2009,cloudy with a chance of meatballs (2009) animation children fantasy imax 2009 ,
71268,tyler perry's i can do bad all by myself (2009),comedy drama,2009,tyler perry's i can do bad all by myself (2009) comedy drama 2009 ,
71282,"food, inc. (2008)",documentary,2008,"food, inc. (2008) documentary 2008 ",
71302,attack of the 50 foot woman (1958),comedy sci-fi,1958,attack of the 50 foot woman (1958) comedy sci-fi 1958 ,
71304,thirst (bakjwi) (2009),drama horror,2009,thirst (bakjwi) (2009) drama horror 2009 ,
71327,bright star (2009),drama romance,2009,bright star (2009) drama romance 2009 ,
71341,blood creek (a.k.a. town creek) (2009),horror,2009,blood creek (a.k.a. town creek) (2009) horror 2009 ,
71379,paranormal activity (2009),horror thriller,2009,paranormal activity (2009) horror thriller 2009 ,
71429,world's greatest dad (2009),comedy drama,2009,world's greatest dad (2009) comedy drama 2009 ,
71438,still walking (aruitemo aruitemo) (2008),drama,2008,still walking (aruitemo aruitemo) (2008) drama 2008 ,
71453,"blood of the beasts (sang des bêtes, le) (1949)",documentary drama,1949,"blood of the beasts (sang des bêtes, le) (1949) documentary drama 1949 ",
71462,"cove, the (2009)",documentary,2009,"cove, the (2009) documentary 2009 ",
71464,"serious man, a (2009)",comedy drama,2009,"serious man, a (2009) comedy drama 2009 ",
71466,city island (2009),comedy drama,2009,city island (2009) comedy drama 2009 ,
71468,ink (2009),action fantasy sci-fi,2009,ink (2009) action fantasy sci-fi 2009 ,
71484,metropia (2009),animation sci-fi,2009,metropia (2009) animation sci-fi 2009 ,
71494,"haunted world of el superbeasto, the (2009)",action animation comedy horror thriller,2009,"haunted world of el superbeasto, the (2009) action animation comedy horror thriller 2009 narrative pisstake",narrative pisstake
71500,trick 'r treat (2007),comedy horror thriller,2007,trick 'r treat (2007) comedy horror thriller 2007 ,
71518,whip it (2009),comedy drama,2009,whip it (2009) comedy drama 2009 ,
71520,"invention of lying, the (2009)",comedy,2009,"invention of lying, the (2009) comedy 2009 ",
71530,surrogates (2009),action sci-fi thriller,2009,surrogates (2009) action sci-fi thriller 2009 ,
71535,zombieland (2009),action comedy horror,2009,zombieland (2009) action comedy horror 2009 bill murray dark comedy emma stone funny jesse eisenberg woody harrelson,bill murray dark comedy emma stone funny jesse eisenberg woody harrelson
71550,assassination of a high school president (2008),comedy drama mystery,2008,assassination of a high school president (2008) comedy drama mystery 2008 ,
71579,"education, an (2009)",drama romance,2009,"education, an (2009) drama romance 2009 ",
71619,coco before chanel (coco avant chanel) (2009),drama,2009,coco before chanel (coco avant chanel) (2009) drama 2009 ,
71640,burma vj: reporting from a closed country (burma vj: reporter i et lukket land) (2008),documentary,2008,burma vj: reporting from a closed country (burma vj: reporter i et lukket land) (2008) documentary 2008 ,
71668,couples retreat (2009),comedy romance,2009,couples retreat (2009) comedy romance 2009 ,
71732,i sell the dead (2008),comedy horror,2008,i sell the dead (2008) comedy horror 2008 ,
71745,where the wild things are (2009),adventure children drama fantasy imax,2009,where the wild things are (2009) adventure children drama fantasy imax 2009 ,
71810,legionnaire (1998),action adventure drama war,1998,legionnaire (1998) action adventure drama war 1998 ,
71823,"new york, i love you (2009)",drama romance,2009,"new york, i love you (2009) drama romance 2009 ",
71838,law abiding citizen (2009),drama thriller,2009,law abiding citizen (2009) drama thriller 2009 ,
71867,"misfortunates, the (de helaasheid der dingen) (2009)",drama,2009,"misfortunates, the (de helaasheid der dingen) (2009) drama 2009 ",
71899,mary and max (2009),animation comedy drama,2009,mary and max (2009) animation comedy drama 2009 bittersweet black comedy character study dark comedy friendship loneliness mental illness philosophical poignant quirky sad sweet touching,bittersweet black comedy character study dark comedy friendship loneliness mental illness philosophical poignant quirky sad sweet touching
71902,spread (2009),drama romance,2009,spread (2009) drama romance 2009 ,
71910,"tournament, the (2009)",action,2009,"tournament, the (2009) action 2009 ",
71970,"princess and the pirate, the (1944)",adventure comedy romance,1944,"princess and the pirate, the (1944) adventure comedy romance 1944 ",
71999,aelita: the queen of mars (aelita) (1924),action adventure drama fantasy romance sci-fi thriller,1924,aelita: the queen of mars (aelita) (1924) action adventure drama fantasy romance sci-fi thriller 1924 ,
72011,up in the air (2009),drama romance,2009,up in the air (2009) drama romance 2009 ,
72104,balance (1989),animation drama mystery sci-fi thriller,1989,balance (1989) animation drama mystery sci-fi thriller 1989 ,
72129,saw vi (2009),crime horror mystery thriller,2009,saw vi (2009) crime horror mystery thriller 2009 ,
72142,love exposure (ai no mukidashi) (2008),action comedy drama romance,2008,love exposure (ai no mukidashi) (2008) action comedy drama romance 2008 ,
72165,cirque du freak: the vampire's assistant (2009),action adventure comedy fantasy horror thriller,2009,cirque du freak: the vampire's assistant (2009) action adventure comedy fantasy horror thriller 2009 ,
72167,"boondock saints ii: all saints day, the (2009)",action crime drama thriller,2009,"boondock saints ii: all saints day, the (2009) action crime drama thriller 2009 ",
72171,black dynamite (2009),action comedy,2009,black dynamite (2009) action comedy 2009 ,
72178,welcome to dongmakgol (2005),comedy drama war,2005,welcome to dongmakgol (2005) comedy drama war 2005 ,
72224,gentlemen broncos (2009),comedy,2009,gentlemen broncos (2009) comedy 2009 bad humor,bad humor
72226,fantastic mr. fox (2009),adventure animation children comedy crime,2009,fantastic mr. fox (2009) adventure animation children comedy crime 2009 ,
72294,"christmas carol, a (2009)",animation children drama fantasy imax,2009,"christmas carol, a (2009) animation children drama fantasy imax 2009 ",
72308,battlestar galactica: the plan (2009),action adventure drama sci-fi,2009,battlestar galactica: the plan (2009) action adventure drama sci-fi 2009 ,
72330,"private lives of pippa lee, the (2009)",drama,2009,"private lives of pippa lee, the (2009) drama 2009 ",
72356,partly cloudy (2009),animation children comedy fantasy,2009,partly cloudy (2009) animation children comedy fantasy 2009 ,
72378,2012 (2009),action drama sci-fi thriller,2009,2012 (2009) action drama sci-fi thriller 2009 ,
72395,precious (2009),drama,2009,precious (2009) drama 2009 ,
72405,bad lieutenant: port of call new orleans (2009),crime drama,2009,bad lieutenant: port of call new orleans (2009) crime drama 2009 ,
72407,"twilight saga: new moon, the (2009)",drama fantasy horror romance thriller,2009,"twilight saga: new moon, the (2009) drama fantasy horror romance thriller 2009 ",
72424,derailed (2002),action thriller,2002,derailed (2002) action thriller 2002 ,
72479,"messenger, the (2009)",drama romance war,2009,"messenger, the (2009) drama romance war 2009 ",
72489,ninja assassin (2009),action crime drama thriller,2009,ninja assassin (2009) action crime drama thriller 2009 ,
72554,cell 211 (celda 211) (2009),action drama,2009,cell 211 (celda 211) (2009) action drama 2009 ,
72591,"patriot, the (1998)",action thriller,1998,"patriot, the (1998) action thriller 1998 ",
72601,teenage mutant ninja turtles: turtles forever (2009),action adventure animation comedy thriller,2009,teenage mutant ninja turtles: turtles forever (2009) action adventure animation comedy thriller 2009 ,
72603,merry madagascar (2009),animation,2009,merry madagascar (2009) animation 2009 ,
72605,brothers (2009),drama thriller war,2009,brothers (2009) drama thriller war 2009 ,
72624,garage (2007),drama,2007,garage (2007) drama 2007 ,
72641,"blind side, the  (2009)",drama,2009,"blind side, the  (2009) drama 2009 ",
72692,mickey's once upon a christmas (1999),animation comedy fantasy,1999,mickey's once upon a christmas (1999) animation comedy fantasy 1999 ,
72694,shrink (2009),drama,2009,shrink (2009) drama 2009 ,
72696,old dogs (2009),comedy,2009,old dogs (2009) comedy 2009 ,
72701,planet 51 (2009),adventure animation children comedy sci-fi,2009,planet 51 (2009) adventure animation children comedy sci-fi 2009 ,
72714,earthlings (2006),documentary,2006,earthlings (2006) documentary 2006 ,
72720,"single man, a (2009)",drama,2009,"single man, a (2009) drama 2009 ",
72731,"lovely bones, the (2009)",crime drama fantasy horror thriller,2009,"lovely bones, the (2009) crime drama fantasy horror thriller 2009 ",
72733,invictus (2009),drama,2009,invictus (2009) drama 2009 ,
72737,"princess and the frog, the (2009)",animation children fantasy musical romance,2009,"princess and the frog, the (2009) animation children fantasy musical romance 2009 ",
72874,"peacekeeper, the (1997)",action,1997,"peacekeeper, the (1997) action 1997 ",
72919,did you hear about the morgans? (2009),comedy crime drama romance,2009,did you hear about the morgans? (2009) comedy crime drama romance 2009 ,
72921,snow white (1916),fantasy romance,1916,snow white (1916) fantasy romance 1916 ,
72982,alice (2009),action adventure fantasy,2009,alice (2009) action adventure fantasy 2009 ,
72998,avatar (2009),action adventure sci-fi imax,2009,avatar (2009) action adventure sci-fi imax 2009 bad science futuristic graphic design james cameron military poor dialogue sci-fi superficial plot unoriginal white guilt beautiful scenery music politics romance thought-provoking too long visually stunning,bad science futuristic graphic design james cameron military poor dialogue sci-fi superficial plot unoriginal white guilt beautiful scenery music politics romance thought-provoking too long visually stunning
73015,it's complicated (2009),comedy romance,2009,it's complicated (2009) comedy romance 2009 ,
73017,sherlock holmes (2009),action crime mystery thriller,2009,sherlock holmes (2009) action crime mystery thriller 2009 ,
73023,crazy heart (2009),drama romance,2009,crazy heart (2009) drama romance 2009 ,
73042,alvin and the chipmunks: the squeakquel (2009),animation children comedy musical,2009,alvin and the chipmunks: the squeakquel (2009) animation children comedy musical 2009 ,
73106,american pie presents: the book of love (american pie 7: the book of love) (2009),comedy,2009,american pie presents: the book of love (american pie 7: the book of love) (2009) comedy 2009 ,
73160,sorority babes in the slimeball bowl-o-rama (1988),comedy horror,1988,sorority babes in the slimeball bowl-o-rama (1988) comedy horror 1988 ,
73211,pontypool (2008),horror thriller,2008,pontypool (2008) horror thriller 2008 ,
73266,youth in revolt (2009),comedy drama romance,2009,youth in revolt (2009) comedy drama romance 2009 ,
73268,daybreakers (2010),action drama horror thriller,2010,daybreakers (2010) action drama horror thriller 2010 ,
73290,hachiko: a dog's story (a.k.a. hachi: a dog's tale) (2009),drama,2009,hachiko: a dog's story (a.k.a. hachi: a dog's tale) (2009) drama 2009 ,
73319,leap year (2010),comedy romance,2010,leap year (2010) comedy romance 2010 ,
73321,"book of eli, the (2010)",action adventure drama,2010,"book of eli, the (2010) action adventure drama 2010 ",
73323,"girl who kicked the hornet's nest, the (luftslottet som sprängdes) (2009)",action crime mystery,2009,"girl who kicked the hornet's nest, the (luftslottet som sprängdes) (2009) action crime mystery 2009 ",
73344,"prophet, a (un prophète) (2009)",crime drama,2009,"prophet, a (un prophète) (2009) crime drama 2009 ",
73386,staten island (2009),crime drama,2009,staten island (2009) crime drama 2009 ,
73431,"maiden heist, the (2009)",comedy crime,2009,"maiden heist, the (2009) comedy crime 2009 ",
73488,blood: the last vampire (2009),action horror thriller,2009,blood: the last vampire (2009) action horror thriller 2009 ,
73499,macgyver: lost treasure of atlantis (1994),action adventure,1994,macgyver: lost treasure of atlantis (1994) action adventure 1994 ,
73501,pekka ja pätkä suezilla (1958),comedy,1958,pekka ja pätkä suezilla (1958) comedy 1958 ,
73515,bart got a room (2008),comedy romance,2008,bart got a room (2008) comedy romance 2008 ,
73569,project a 2 ('a' gai wak juk jap) (1987),action comedy crime,1987,project a 2 ('a' gai wak juk jap) (1987) action comedy crime 1987 ,
73676,robin-b-hood (bo bui gai wak) (2006),action comedy drama,2006,robin-b-hood (bo bui gai wak) (2006) action comedy drama 2006 ,
73681,"concert, le (2009)",comedy drama,2009,"concert, le (2009) comedy drama 2009 ",
73741,ninja (2009),action crime drama thriller,2009,ninja (2009) action crime drama thriller 2009 ,
73804,asterix at the olympic games (astérix aux jeux olympiques) (2008),adventure children comedy fantasy,2008,asterix at the olympic games (astérix aux jeux olympiques) (2008) adventure children comedy fantasy 2008 ,
73808,"chaser, the (chugyeogja) (2008)",crime drama thriller,2008,"chaser, the (chugyeogja) (2008) crime drama thriller 2008 ",
73822,meantime (1984),comedy drama,1984,meantime (1984) comedy drama 1984 ,
73854,"rudolph, the red-nosed reindeer (1964)",adventure animation children fantasy musical,1964,"rudolph, the red-nosed reindeer (1964) adventure animation children fantasy musical 1964 ",
73858,"dennis the menace christmas, a (2007)",comedy,2007,"dennis the menace christmas, a (2007) comedy 2007 ",
73876,undisputed ii: last man standing (2006),action crime drama,2006,undisputed ii: last man standing (2006) action crime drama 2006 ,
73881,3 idiots (2009),comedy drama romance,2009,3 idiots (2009) comedy drama romance 2009 ,
73929,legion (2010),action fantasy horror thriller,2010,legion (2010) action fantasy horror thriller 2010 ,
74075,stan helsing (2009),comedy horror,2009,stan helsing (2009) comedy horror 2009 ,
74089,peter pan (1960),children fantasy musical,1960,peter pan (1960) children fantasy musical 1960 ,
74095,wicked city (yôjû toshi) (1987),animation fantasy horror sci-fi,1987,wicked city (yôjû toshi) (1987) animation fantasy horror sci-fi 1987 ,
74154,when in rome (2010),comedy romance,2010,when in rome (2010) comedy romance 2010 ,
74226,"dream of light (a.k.a. quince tree sun, the) (sol del membrillo, el) (1992)",documentary drama,1992,"dream of light (a.k.a. quince tree sun, the) (sol del membrillo, el) (1992) documentary drama 1992 ",
74228,triangle (2009),drama horror mystery thriller,2009,triangle (2009) drama horror mystery thriller 2009 ,
74275,i love you phillip morris (2009),comedy drama romance,2009,i love you phillip morris (2009) comedy drama romance 2009 ,
74282,anne of green gables: the sequel (a.k.a. anne of avonlea) (1987),children drama romance,1987,anne of green gables: the sequel (a.k.a. anne of avonlea) (1987) children drama romance 1987 ,
74324,temple grandin (2010),drama,2010,temple grandin (2010) drama 2010 ,
74342,"captain newman, m.d. (1963)",comedy drama war,1963,"captain newman, m.d. (1963) comedy drama war 1963 ",
74370,"house of the devil, the (2009)",horror thriller,2009,"house of the devil, the (2009) horror thriller 2009 ",
